"_id","Center","test_date","physics","chemistry","resultstatus","pp_totalmarks","Full_name","maths_new","new_total","Phone","name","Password"
864,"Brooklyn","2024-08-11","","","Absent",720,"Rey Letsinger",0,0,"8907610852","Tom","Tom0852"
865,"Brooklyn","2024-05-26","14","33","Present",144,"Gabriella Coyle",18,65,"6841911976","Eliza","Eli1976"
866,"Manhattan","2024-05-26","23","28","Present",144,"Demetria Mund",48,99,"3334924368","Ron","Ron4368"
867,"Brooklyn","2024-06-02","","","Absent",720,"Angeles Matteo",0,0,"8660690464","Alice","Ali0464"
868,"Manhattan","2024-06-02","","","Absent",720,"Venice Underhill",0,0,"8037293860","Dimitry","Dim3860"
869,"Manhattan","2024-07-21","","","Present",75,"Naoma Ames",64,64,"9445950330","Ibrahima","Ibr0330"
870,"Manhattan","2024-07-21","","","Absent",300,"Mora Katzman",0,0,"8174269349","Antonio","Ant9349"
871,"Manhattan","2024-08-07","","","Absent",180,"Grisel Berger",0,0,"1752414114","Carolyn","Car4114"
872,"Brooklyn","2024-07-14","16","17","Present",144,"Catheryn Buser",28,61,"6889428927","Kristina","Kri8927"
873,"Brooklyn","2024-07-21","","","Present",75,"Stephania Fail",48,48,"6440223033","Tina","Tin3033"
874,"Brooklyn","2024-07-28","","","Absent",720,"Marsha Canton",0,0,"0291325093","Oona","Oon5093"
875,"Manhattan","2024-07-28","","","Absent",720,"Euna Risk",0,0,"3329271390","Ben","Ben1390"
876,"Brooklyn","2024-07-07","14","23","Present",300,"Leopoldo Osby",28,65,"4382467337","Magdalena","Mag7337"
877,"Staten Island","2024-07-21","","","Absent",300,"Stormy Browder",0,0,"1248553731","Jonathan","Jon3731"
878,"Manhattan","2024-07-14","11","12","Present",75,"Karrie Morrisey",28,51,"0637390183","Kimberly","Kim0183"
879,"Manhattan","2024-07-21","","","Absent",720,"Tammera Uzzle",0,0,"0954364094","Kimberly","Kim4094"
880,"Brooklyn","2024-07-07","","","Absent",300,"Mavis Macrae",0,0,"8990671702","Mary","Mar1702"
881,"Manhattan","2024-07-14","21","39","Present",300,"Ellyn Labrie",20,80,"8155692170","Brian","Bri2170"
882,"Brooklyn","2024-07-14","-2","6","Present",180,"Heike Roehrig",-1,3,"9368277544","Karen","Kar7544"
883,"Manhattan","2024-09-01","31","-13","Present",720,"Milissa Tiffany",206,224,"4506086492","Junior","Jun6492"
884,"Queens","2024-06-02","","","Absent",720,"Mona Clow",0,0,"2846787313","Richard","Ric7313"
885,"Brooklyn","2024-07-14","","","Absent",180,"Aurelio Angles",0,0,"6042848744","P","P8744"
886,"Manhattan","2024-08-25","","","Absent",720,"Dominque Bogner",0,0,"8742176354","Ariel","Ari6354"
887,"Manhattan","2024-08-25","16","4","Present",180,"Lorriane Lovitt",0,20,"7457120675","Chris","Chr0675"
888,"Brooklyn","2024-09-01","15","20","Present",180,"Fransisca Bouie",9,44,"6412901311","Andrew & Markus","And1311"
889,"Manhattan","2024-08-24","","","Absent",180,"Joy Girard",0,0,"2728758355","Sean And Kiana","Sea8355"
890,"Brooklyn","2024-08-04","","","Absent",300,"Tamisha Steinert",0,0,"1445690347","Jane","Jan0347"
891,"Manhattan","2024-07-28","","","Absent",300,"Katrina Boyce",0,0,"7542673430","Michael","Mic3430"
892,"Brooklyn","2024-09-01","","","Absent",180,"Concetta Everts",0,0,"0534015538","Ana","Ana5538"
893,"Brooklyn","2024-08-24","0","0","Present",720,"Lashaun Havlik",0,0,"8876275169","Jason","Jas5169"
894,"Brooklyn","2024-07-14","19","26","Present",300,"Loida Lessman",19,64,"3465846020","Maria Luiza","Mar6020"
895,"Brooklyn","2024-07-14","","","Absent",144,"Conception Pritt",0,0,"0375642587","Nora","Nor2587"
896,"Manhattan","2024-07-28","68","33","Present",720,"Glenna Hoffman",185,286,"7070153895","Katy","Kat3895"
897,"Brooklyn","2024-07-07","","","Absent",300,"Matha Pasco",0,0,"0318662746","Lillian","Lil2746"
898,"Brooklyn","2024-07-14","9","14","Present",180,"Lacy Lampman",-3,20,"5382430924","Fabiana","Fab0924"
899,"Manhattan","2024-07-28","","","Absent",100,"Rheba Lueras",0,0,"0423770511","Erin","Eri0511"
900,"Manhattan","2024-08-11","150","141","Present",720,"Brenda Thakkar",336,627,"4422292132","Candice","Can2132"
901,"Brooklyn","2024-08-04","59","100","Present",300,"Wilda Spagnolo",64,223,"4799622673","James","Jam2673"
902,"Brooklyn","2024-06-09","","","Absent",75,"Eileen Lightford",0,0,"4336565578","Todd","Tod5578"
903,"Manhattan","2024-08-04","","","Absent",198,"Jeanne Farias",0,0,"9303380656","Amanda","Ama0656"
904,"Manhattan","2024-06-16","","","Present",75,"Janella Dangelo",65,65,"4318291135","Ted And Diane","Ted1135"
905,"Brooklyn","2024-07-14","","","Absent",180,"Angelina Dunneback",0,0,"7305177534","Jason","Jas7534"
906,"Manhattan","2024-07-14","3","0","Present",180,"Nella Denker",8,11,"1528686243","S","S6243"
907,"Brooklyn","2024-07-14","","","Absent",180,"Bula Fenstermaker",0,0,"0685297407","Mathias","Mat7407"
908,"Manhattan","2024-08-11","","","Absent",720,"Joshua Raminez",0,0,"7207497224","Sara","Sar7224"
909,"Manhattan","2024-07-28","","","Absent",720,"Krysta Alsup",0,0,"1822715579","Nitzan","Nit5579"
910,"Brooklyn","2024-05-19","11","18","Present",300,"Toya Skow",50,79,"4022336478","Erica","Eri6478"
911,"Manhattan","2024-07-28","37","38","Present",720,"Kimberli Harrington",299,374,"9594984536","Esther","Est4536"
912,"Manhattan","2024-05-19","50","38","Present",300,"Caren Mckey",63,151,"6262566090","Jill","Jil6090"
913,"Manhattan","2024-07-28","12.5","2","Present",100,"Erica Duden",16,30,"8693756815","Robyn","Rob6815"
914,"Manhattan","2024-08-04","","","Absent",75,"Honey Binder",0,0,"6358710589","Joseph","Jos0589"
915,"Brooklyn","2024-07-21","5","17","Present",300,"Hipolito Yamasaki",8,30,"2887363732","Duane","Dua3732"
916,"Brooklyn","2024-07-14","11","33","Present",144,"Burma Deyoe",43,87,"9150467743","Marc","Mar7743"
917,"Manhattan","2024-06-16","125","125","Present",720,"Wayne Earp",340,590,"1290602511","Todd","Tod2511"
918,"Manhattan","2024-08-11","74","93","Present",720,"Guillermo Feltz",267,434,"8458528347","Paula","Pau8347"
919,"Brooklyn","2024-07-14","7","25","Present",180,"Debby Reynosa",21,53,"4127577395","Jonathan","Jon7395"
920,"Manhattan","2024-05-19","","","Absent",300,"Oleta Kwong",0,0,"9129831304","Pat","Pat1304"
921,"Brooklyn","2024-08-11","","","Absent",720,"Phoebe Nestle",0,0,"2747676063","Patrick","Pat6063"
922,"Manhattan","2024-08-11","","","Absent",720,"Lyda Mcmunn",0,0,"4118412774","Chryslaine","Chr2774"
923,"Brooklyn","2024-07-28","","","Absent",720,"Saturnina Albin",0,0,"3035978090","Steve And Heather","Ste8090"
924,"Brooklyn","2024-06-16","","","Present",75,"Zoe Orndorff",52,52,"4277539846","Steve And Heather","Ste9846"
925,"Brooklyn","2024-06-16","38","51","Present",300,"Robin Acheson",41,130,"8046960007","Steve And Heather","Ste0007"
926,"Manhattan","2024-06-23","","","Absent",720,"Rafaela Zamarripa",0,0,"4802045122","Jason","Jas5122"
927,"Manhattan","2024-06-23","","","Absent",720,"Fransisca Rand",0,0,"9421482465","Mary","Mar2465"
928,"Manhattan","2024-08-07","","","Absent",180,"Foster Villicana",0,0,"9596982950","J","J2950"
929,"Manhattan","2024-06-09","","","Absent",75,"Penney Lachowicz",0,0,"5220659675","Yj","Yj9675"
930,"Manhattan","2024-06-23","","","Absent",75,"Lovella Dao",0,0,"0565433190","Marie","Mar3190"
931,"Manhattan","2024-08-04","5","5","Present",198,"Harriet Woodrow",-10,0,"1030667084","Gladys","Gla7084"
932,"Manhattan","2024-05-19","29","16","Present",300,"Harmony Ohair",47,92,"1796095724","Laura","Lau5724"
933,"Manhattan","2024-05-19","","","Absent",300,"Ardelia Fritz",0,0,"3264317930","J","J7930"
934,"Manhattan","2024-06-16","19","20","Present",300,"Twyla Kennemer",24,63,"6160867061","Ben","Ben7061"
935,"Manhattan","2024-08-11","27","49","Present",720,"Noelia Gossard",213,289,"7291153573","R.","R.3573"
936,"Manhattan","2024-08-11","","","Absent",720,"Kasie Newbrough",0,0,"8654829190","Steven","Ste9190"
937,"Brooklyn","2024-08-24","","","Absent",180,"Cristine Brook",0,0,"6284888185","Tony","Ton8185"
938,"Manhattan","2024-08-07","","","Absent",180,"Jaclyn Dodson",0,0,"7211674003","Julie","Jul4003"
939,"Manhattan","2024-08-04","22","27","Present",360,"Peter Looney",51,100,"8366873611","Beth","Bet3611"
941,"Brooklyn","2024-06-30","132","120","Present",720,"Vivien Escalera",321,573,"2918295003","Nom","Nom5003"
942,"Brooklyn","2024-08-04","","","Present",75,"Cindi Kenley",52,52,"3618947038","Kate","Kat7038"
943,"Brooklyn","2024-06-02","","","Absent",720,"Norman Earles",0,0,"7435869677","Niki & Colin","Nik9677"
944,"Brooklyn","2024-06-02","","","Absent",720,"Kandice Lopez",0,0,"8760249482","Sascha","Sas9482"
945,"Manhattan","2024-08-04","0","5","Present",144,"Dawna Moss",7,12,"2982445986","Ron","Ron5986"
946,"Brooklyn","2024-07-07","","","Absent",300,"Ray Capp",0,0,"8809075290","Marvet","Mar5290"
947,"Manhattan","2024-07-07","5","17","Present",300,"Keeley Harty",22,44,"0602851976","Shai","Sha1976"
948,"Manhattan","2024-06-09","","","Absent",75,"Charlesetta Chae",0,0,"7006970269","Marc","Mar0269"
949,"Manhattan","2024-07-07","40","15","Present",300,"Jacquelyne Hibbler",42,97,"9432679631","Jared","Jar9631"
950,"Brooklyn","2024-06-02","","","Absent",720,"Anastasia Calderwood",0,0,"1419584561","Camila","Cam4561"
951,"Brooklyn","2024-06-09","9","4","Present",75,"Ermelinda Mccluney",16,29,"4424058746","Molly","Mol8746"
952,"Manhattan","2024-06-30","","","Present",75,"Lucia Postel",46,46,"9461128128","Ellie","Ell8128"
953,"Brooklyn","2024-08-04","5","22","Present",360,"Malinda Clubb",35,62,"2054867401","Kay","Kay7401"
954,"Manhattan","2024-08-07","","","Absent",180,"Evelynn Hughley",0,0,"8841549337","Candice","Can9337"
955,"Manhattan","2024-08-11","77","22","Present",720,"Ricki Palazzo",206,305,"0372128434","Jennifer","Jen8434"
956,"Manhattan","2024-08-11","8","23","Present",300,"Tara Boxx",9,40,"6736038949","Lilly","Lil8949"
957,"Manhattan","2024-08-25","10","-6","Present",180,"Laverne Griffiths",3,7,"9973841546","Tracey","Tra1546"
958,"Brooklyn","2024-08-04","24","7","Present",360,"Kermit Stairs",18,49,"6945911543","Rico","Ric1543"
959,"Brooklyn","2024-06-16","48","37","Present",300,"Toney Razor",64,149,"5029980421","Susan","Sus0421"
960,"Brooklyn","2024-06-16","","","Absent",75,"Leatha Barfoot",0,0,"8220514229","Andre","And4229"
961,"Brooklyn","2024-06-30","32","35","Present",720,"Gus Brawner",231,298,"1753563248","Veronika And John","Ver3248"
962,"Brooklyn","2024-08-04","","","Absent",144,"Judith Coggin",0,0,"2238952619","Ginger","Gin2619"
963,"Brooklyn","2024-07-07","","","Absent",300,"Porter Bridge",0,0,"9004964365","Luke","Luk4365"
964,"Manhattan","2024-06-02","","","Absent",720,"Wilma Towne",0,0,"3930045575","Alix","Ali5575"
965,"Brooklyn","2024-07-07","10","20","Present",300,"Normand Kuehner",25,55,"1953359382","Max","Max9382"
966,"Brooklyn","2024-07-07","","","Absent",300,"Lashell Bibbs",0,0,"1118412383","Christina","Chr2383"
967,"Brooklyn","2024-06-02","","","Absent",720,"Collene Collado",0,0,"4459988855","Mark","Mar8855"
968,"Staten Island","2024-08-04","","","Absent",144,"Janessa Conine",0,0,"3578777572","Rimma & Jim","Rim7572"
969,"Manhattan","2024-06-02","","","Absent",720,"Brigette Bloomfield",0,0,"7020537131","Ido","Ido7131"
970,"Manhattan","2024-07-07","","","Absent",300,"Jerome Hunley",0,0,"9479850633","Geny","Gen0633"
971,"Brooklyn","2024-07-07","","","Absent",300,"Avril Krogh",0,0,"5912258496","Ellis","Ell8496"
972,"Brooklyn","2024-08-24","","","Absent",180,"Kizzy Hinkle",0,0,"0637093841","Alexander","Ale3841"
973,"Manhattan","2024-08-07","1","-11","Present",180,"Kristeen Patrick",-3,-13,"8691136328","William","Wil6328"
974,"Manhattan","2024-08-11","2","-6","Present",300,"Briana Feehan",7,3,"8735012120","William","Wil2120"
975,"Manhattan","2024-08-25","1","-1","Present",180,"Mica Biffle",0,0,"7519375490","Brace","Bra5490"
976,"Brooklyn","2024-08-11","8","14","Present",300,"Perla Myles",10,32,"1315200254","Sophia","Sop0254"
977,"Bronx","2024-08-11","23","0","Present",720,"Lavern Bays",270,293,"7471859680","Orit","Ori9680"
978,"Staten Island","2024-07-07","20","27","Present",300,"Marietta Sun",2,49,"6212386881","Nen","Nen6881"
979,"Manhattan","2024-06-09","","","Absent",75,"Jeri Buttner",0,0,"1590805965","Cristina","Cri5965"
980,"Manhattan","2024-07-07","","","Absent",300,"Hang Hutter",0,0,"0680627559","Jon","Jon7559"
981,"Manhattan","2024-08-04","","","Absent",144,"Kimber Couture",0,0,"5512761199","Yogi","Yog1199"
982,"Manhattan","2024-06-09","","","Absent",75,"Patsy Veliz",0,0,"2187952450","Lilly","Lil2450"
983,"Manhattan","2024-06-16","","","Present",75,"Creola Mcpeters",52,52,"1397346351","Michael & Aleksandra","Mic6351"
984,"Manhattan","2024-07-07","","","Absent",300,"Bari Burkhardt",0,0,"0909753258","Liz","Liz3258"
985,"Queens","2024-08-04","","","Absent",300,"Drucilla Bhakta",0,0,"6169674600","Constance F.","Con4600"
986,"Queens","2024-07-21","","","Present",75,"Chara Messana",54,54,"7848219032","Luana","Lua9032"
987,"Brooklyn","2024-07-07","11","12","Present",300,"Inocencia Pfannenstiel",48,71,"4992042562","Rebecka","Reb2562"
988,"Brooklyn","2024-07-14","","","Absent",144,"Divina Goodson",0,0,"9683216886","Kristian & Di","Kri6886"
989,"Manhattan","2024-07-14","91","76","Present",720,"Britt Leclerc",330,497,"3882939461","Kristina","Kri9461"
990,"Manhattan","2024-07-14","","","Absent",300,"Meryl Mast",0,0,"0106169666","Alayna","Ala9666"
991,"Manhattan","2024-07-28","138","115","Present",720,"Otelia Trottier",307,560,"8333661595","Paola","Pao1595"
992,"Brooklyn","2024-07-07","","","Absent",300,"Marnie Larue",0,0,"1402140444","Todd","Tod0444"
993,"Queens","2024-07-14","","","Absent",720,"Rufus Heldt",0,0,"9965444576","Constance F.","Con4576"
994,"Manhattan","2024-07-14","45","10","Present",300,"Le Harbin",34,89,"2111185976","Javier","Jav5976"
995,"Manhattan","2024-07-14","","","Absent",360,"Stan Clow",0,0,"7087969393","Daniel","Dan9393"
996,"Manhattan","2024-06-02","139","127","Present",720,"Aundrea Hauff",340,606,"8611260943","Richelle","Ric0943"
997,"Manhattan","2024-06-09","6","11","Present",75,"Enola Hernandes",24,41,"2742929312","Wendy","Wen9312"
998,"Manhattan","2024-07-14","","","Absent",180,"Adriene Grabert",0,0,"1152796388","Darktalia","Dar6388"
999,"Manhattan","2024-07-07","","","Absent",720,"Hillary Daugherty",0,0,"3500319440","Michael","Mic9440"
1000,"Brooklyn","2024-08-25","22","9","Present",300,"Desire Sae",11,42,"1451725424","William","Wil5424"
1001,"Manhattan","2024-06-02","63","89","Present",720,"Susie Neisler",341,493,"0622922121","David","Dav2121"
1002,"Brooklyn","2024-07-28","10","2.5","Present",100,"Nancy Garrow",28,40,"6053913844","John","Joh3844"
1003,"Brooklyn","2024-07-07","0","38","Present",300,"Margit Swing",68,106,"6933707898","Esther","Est7898"
1004,"Brooklyn","2024-07-14","","","Absent",360,"Carmine Cogdill",0,0,"1381991988","Loretta","Lor1988"
1005,"Manhattan","2024-07-14","","","Absent",360,"Shaunda Amburn",0,0,"8838998457","Maya","May8457"
1006,"Manhattan","2024-07-07","","","Absent",300,"Melva Police",0,0,"0730613362","Amanda","Ama3362"
1007,"Manhattan","2024-08-04","85","39","Present",300,"Billie Pitre",80,204,"0325107213","K. Naomi","K. 7213"
1008,"Manhattan","2024-09-01","","","Absent",180,"Shiloh Guilliams",0,0,"9215579168","Candice","Can9168"
1009,"Manhattan","2024-07-28","33","29","Present",300,"Selena Prideaux",32,94,"8694494943","Katya","Kat4943"
1010,"Brooklyn","2024-08-04","","","Absent",300,"Rutha Starnes",0,0,"2266917452","Jsun","Jsu7452"
1011,"Brooklyn","2024-07-28","","","Absent",720,"Stephenie Fredenburg",0,0,"1785816410","Jeruschka","Jer6410"
1013,"Manhattan","2024-08-04","","","Present",75,"Dong Raglin",34,34,"0368240178","M. C.","M. 0178"
1014,"Manhattan","2024-07-28","","","Absent",720,"Hubert Buice",0,0,"7684122871","Marie-Helene","Mar2871"
1015,"Brooklyn","2024-08-04","","","Absent",75,"Sebastian Miyamoto",0,0,"2615417213","Erin","Eri7213"
1016,"Brooklyn","2024-07-21","70","68","Present",300,"Ron Chitty",77,215,"7255432765","Majar","Maj2765"
1017,"Manhattan","2024-07-14","34","29","Present",144,"Lorie Mcgranahan",33,96,"4624718140","Marshall","Mar8140"
1018,"Brooklyn","2024-08-04","24","19","Present",300,"Victor Crofoot",18,61,"1494765699","Andre","And5699"
1019,"Brooklyn","2024-08-07","","","Absent",180,"Iris Costigan",0,0,"6481083966","Elizabeth","Eli3966"
1020,"Manhattan","2024-06-30","87","34","Present",720,"Malorie Croff",184,305,"6850211889","K. Naomi","K. 1889"
1021,"Brooklyn","2024-06-23","4","24","Present",720,"Oscar Creamer",302,330,"7321212977","Olga","Olg2977"
1022,"Manhattan","2024-07-07","19","30","Present",300,"Veta Silva",52,101,"8572522464","Jennifer","Jen2464"
1023,"Brooklyn","2024-06-23","121","67","Present",720,"Michaele Hanline",331,519,"4273753414","Jonathan","Jon3414"
1024,"Brooklyn","2024-06-23","","","Absent",720,"Venita Clevenger",0,0,"8870611554","Verena","Ver1554"
1025,"Brooklyn","2024-07-07","-1","7","Present",300,"Donnette Dahmer",12,18,"9459774534","Linda","Lin4534"
1026,"Brooklyn","2024-07-07","","","Absent",300,"Lori Gayer",0,0,"9316697694","Kim","Kim7694"
1027,"Brooklyn","2024-08-11","","","Absent",720,"Genaro Tijerina",0,0,"1958910533","Omri","Omr0533"
1028,"Manhattan","2024-07-14","","","Absent",180,"Loraine Renteria",0,0,"4661993053","Cary","Car3053"
1029,"Manhattan","2024-07-14","5","-1","Present",180,"Huey Bartley",-4,0,"6418093047","Dan","Dan3047"
1030,"Brooklyn","2024-08-04","7","6","Present",360,"Todd Brandenberger",64,77,"2169728802","Shell","She8802"
1031,"Manhattan","2024-08-11","116","130","Present",720,"Arlene Ormsby",265,511,"5915897985","Martis","Mar7985"
1032,"Brooklyn","2024-06-09","","","Absent",75,"Kimbra Twigg",0,0,"5105863188","Jasmine","Jas3188"
1033,"Brooklyn","2024-07-28","","","Absent",720,"Evon Goolsby",0,0,"9749158227","Vero","Ver8227"
1034,"Manhattan","2024-07-28","","","Absent",100,"Kent Leedy",0,0,"6747278133","Marshall","Mar8133"
1035,"Brooklyn","2024-07-07","3","5","Present",300,"Jacinda Lineman",13,21,"0703354902","Eada","Ead4902"
1036,"Manhattan","2024-07-14","12","18","Present",360,"Fran Ponder",56,86,"2388311704","Maddine","Mad1704"
1037,"Brooklyn","2024-07-14","58","18","Present",360,"Tanesha Mccaslin",125,201,"3185391528","Richard","Ric1528"
1038,"Manhattan","2024-07-07","","","Absent",300,"Misha Vautour",0,0,"4807762979","Lynda","Lyn2979"
1039,"Manhattan","2024-07-07","30","32","Present",300,"Cristi Ocampo",23,85,"2446984905","Jasen","Jas4905"
1040,"Manhattan","2024-07-07","","","Absent",300,"Thomas Handley",0,0,"1055180478","Jj","Jj0478"
1041,"Manhattan","2024-07-07","42","5","Present",300,"Kiara Blanck",13,60,"4372773672","Akari","Aka3672"
1042,"Manhattan","2024-07-07","27","8","Present",300,"Fannie Kiley",16,51,"7251485926","Shelley","She5926"
1043,"Brooklyn","2024-07-07","21","7","Present",300,"Christel Byham",20,48,"7065233829","Supriya","Sup3829"
1044,"Brooklyn","2024-07-07","11","0","Present",300,"Kitty Klann",22,33,"5137928511","Rafil","Raf8511"
1045,"Brooklyn","2024-08-04","2","19","Present",300,"Merri Burgett",-2,19,"8925012634","Rachael","Rac2634"
1046,"Manhattan","2024-08-04","25","37","Present",300,"Shemeka Fiorentino",4,66,"6201859941","Elaine","Ela9941"
1047,"Manhattan","2024-07-14","","","Absent",180,"Domenic Press",0,0,"7728273282","Kishore","Kis3282"
1048,"Manhattan","2024-08-04","54","26","Present",300,"Eliana Aleshire",58,138,"9217407827","Kurt","Kur7827"
